"yr","stdg_cd","dat_no","jan","feb","mar","apr","may","jun","july","aug","sep","oct","nov","dec","qu_1","qu_2","qu_3","qu_4","ht_1","ht_2","yr_vl","pd_se","frst_reg_dt","last_mdfcn_dt"
"2021","4728000000",M020014,,,,,,,,,,,,,,,,,,,2114,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4729000000",M020014,,,,,,,,,,,,,,,,,,,14076,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4772000000",M020014,,,,,,,,,,,,,,,,,,,1015,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4773000000",M020014,,,,,,,,,,,,,,,,,,,1844,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4775000000",M020014,,,,,,,,,,,,,,,,,,,974,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4776000000",M020014,,,,,,,,,,,,,,,,,,,685,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4777000000",M020014,,,,,,,,,,,,,,,,,,,1336,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4782000000",M020014,,,,,,,,,,,,,,,,,,,1355,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4783000000",M020014,,,,,,,,,,,,,,,,,,,910,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4784000000",M020014,,,,,,,,,,,,,,,,,,,1697,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4785000000",M020014,,,,,,,,,,,,,,,,,,,4795,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4790000000",M020014,,,,,,,,,,,,,,,,,,,1388,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4792000000",M020014,,,,,,,,,,,,,,,,,,,1081,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4793000000",M020014,,,,,,,,,,,,,,,,,,,1752,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4794000000",M020014,,,,,,,,,,,,,,,,,,,613,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4811000000",M020014,,,,,,,,,,,,,,,,,,,28027,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4812100000",M020014,,,,,,,,,,,,,,,,,,,7785,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4812300000",M020014,,,,,,,,,,,,,,,,,,,5317,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4812500000",M020014,,,,,,,,,,,,,,,,,,,4404,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4812700000",M020014,,,,,,,,,,,,,,,,,,,4380,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4812900000",M020014,,,,,,,,,,,,,,,,,,,6141,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4817000000",M020014,,,,,,,,,,,,,,,,,,,11601,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4822000000",M020014,,,,,,,,,,,,,,,,,,,4041,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4824000000",M020014,,,,,,,,,,,,,,,,,,,3249,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4825000000",M020014,,,,,,,,,,,,,,,,,,,13005,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4827000000",M020014,,,,,,,,,,,,,,,,,,,3341,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4831000000",M020014,,,,,,,,,,,,,,,,,,,7879,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4833000000",M020014,,,,,,,,,,,,,,,,,,,8143,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4872000000",M020014,,,,,,,,,,,,,,,,,,,1092,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4873000000",M020014,,,,,,,,,,,,,,,,,,,1840,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4874000000",M020014,,,,,,,,,,,,,,,,,,,2022,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4882000000",M020014,,,,,,,,,,,,,,,,,,,1691,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4884000000",M020014,,,,,,,,,,,,,,,,,,,1418,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4885000000",M020014,,,,,,,,,,,,,,,,,,,1552,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4886000000",M020014,,,,,,,,,,,,,,,,,,,1374,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4887000000",M020014,,,,,,,,,,,,,,,,,,,1277,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4888000000",M020014,,,,,,,,,,,,,,,,,,,1964,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","4889000000",M020014,,,,,,,,,,,,,,,,,,,1668,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","5011000000",M020014,,,,,,,,,,,,,,,,,,,12650,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2021","5013000000",M020014,,,,,,,,,,,,,,,,,,,5208,M030004,2023-07-13 08:54:04.599,2023-07-13 08:54:04.599
"2018","1111000000",M020015,,,,,,,,,,,,,,,,,,,1055,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1114000000",M020015,,,,,,,,,,,,,,,,,,,2019,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1117000000",M020015,,,,,,,,,,,,,,,,,,,1982,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1120000000",M020015,,,,,,,,,,,,,,,,,,,3741,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1121500000",M020015,,,,,,,,,,,,,,,,,,,1161,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1123000000",M020015,,,,,,,,,,,,,,,,,,,3631,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1126000000",M020015,,,,,,,,,,,,,,,,,,,2503,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1129000000",M020015,,,,,,,,,,,,,,,,,,,3312,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1130500000",M020015,,,,,,,,,,,,,,,,,,,1611,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1132000000",M020015,,,,,,,,,,,,,,,,,,,2604,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1135000000",M020015,,,,,,,,,,,,,,,,,,,8580,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1138000000",M020015,,,,,,,,,,,,,,,,,,,2322,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1141000000",M020015,,,,,,,,,,,,,,,,,,,2505,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1144000000",M020015,,,,,,,,,,,,,,,,,,,3453,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1147000000",M020015,,,,,,,,,,,,,,,,,,,2664,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1150000000",M020015,,,,,,,,,,,,,,,,,,,6768,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1153000000",M020015,,,,,,,,,,,,,,,,,,,3812,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1154500000",M020015,,,,,,,,,,,,,,,,,,,2603,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1156000000",M020015,,,,,,,,,,,,,,,,,,,4092,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1159000000",M020015,,,,,,,,,,,,,,,,,,,2787,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1162000000",M020015,,,,,,,,,,,,,,,,,,,4328,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1165000000",M020015,,,,,,,,,,,,,,,,,,,3526,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1168000000",M020015,,,,,,,,,,,,,,,,,,,5411,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1171000000",M020015,,,,,,,,,,,,,,,,,,,3871,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","1174000000",M020015,,,,,,,,,,,,,,,,,,,2694,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2611000000",M020015,,,,,,,,,,,,,,,,,,,410,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2614000000",M020015,,,,,,,,,,,,,,,,,,,868,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2617000000",M020015,,,,,,,,,,,,,,,,,,,796,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2620000000",M020015,,,,,,,,,,,,,,,,,,,1922,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2623000000",M020015,,,,,,,,,,,,,,,,,,,5250,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2626000000",M020015,,,,,,,,,,,,,,,,,,,2222,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2629000000",M020015,,,,,,,,,,,,,,,,,,,2535,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2632000000",M020015,,,,,,,,,,,,,,,,,,,4355,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2635000000",M020015,,,,,,,,,,,,,,,,,,,4731,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2638000000",M020015,,,,,,,,,,,,,,,,,,,5026,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2641000000",M020015,,,,,,,,,,,,,,,,,,,2029,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2644000000",M020015,,,,,,,,,,,,,,,,,,,1951,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2647000000",M020015,,,,,,,,,,,,,,,,,,,1801,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2650000000",M020015,,,,,,,,,,,,,,,,,,,1594,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2653000000",M020015,,,,,,,,,,,,,,,,,,,3612,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2671000000",M020015,,,,,,,,,,,,,,,,,,,2645,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2711000000",M020015,,,,,,,,,,,,,,,,,,,883,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2714000000",M020015,,,,,,,,,,,,,,,,,,,5049,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2717000000",M020015,,,,,,,,,,,,,,,,,,,1012,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2720000000",M020015,,,,,,,,,,,,,,,,,,,685,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2723000000",M020015,,,,,,,,,,,,,,,,,,,6023,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2726000000",M020015,,,,,,,,,,,,,,,,,,,3688,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2729000000",M020015,,,,,,,,,,,,,,,,,,,7481,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2771000000",M020015,,,,,,,,,,,,,,,,,,,5941,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2811000000",M020015,,,,,,,,,,,,,,,,,,,2391,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2814000000",M020015,,,,,,,,,,,,,,,,,,,917,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2817700000",M020015,,,,,,,,,,,,,,,,,,,3892,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2818500000",M020015,,,,,,,,,,,,,,,,,,,4187,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2820000000",M020015,,,,,,,,,,,,,,,,,,,7804,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2823700000",M020015,,,,,,,,,,,,,,,,,,,5786,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2824500000",M020015,,,,,,,,,,,,,,,,,,,3988,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2826000000",M020015,,,,,,,,,,,,,,,,,,,5908,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2871000000",M020015,,,,,,,,,,,,,,,,,,,97,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2872000000",M020015,,,,,,,,,,,,,,,,,,,204,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2911000000",M020015,,,,,,,,,,,,,,,,,,,1098,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2914000000",M020015,,,,,,,,,,,,,,,,,,,5193,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2915500000",M020015,,,,,,,,,,,,,,,,,,,3161,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2917000000",M020015,,,,,,,,,,,,,,,,,,,9365,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","2920000000",M020015,,,,,,,,,,,,,,,,,,,9814,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3011000000",M020015,,,,,,,,,,,,,,,,,,,3358,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3014000000",M020015,,,,,,,,,,,,,,,,,,,2842,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3017000000",M020015,,,,,,,,,,,,,,,,,,,6560,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3020000000",M020015,,,,,,,,,,,,,,,,,,,7616,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3023000000",M020015,,,,,,,,,,,,,,,,,,,2669,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3111000000",M020015,,,,,,,,,,,,,,,,,,,2207,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3114000000",M020015,,,,,,,,,,,,,,,,,,,4284,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3117000000",M020015,,,,,,,,,,,,,,,,,,,2353,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3120000000",M020015,,,,,,,,,,,,,,,,,,,3673,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3171000000",M020015,,,,,,,,,,,,,,,,,,,3172,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","3611031025",M020015,,,,,,,,,,,,,,,,,,,8383,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4111000000",M020015,,,,,,,,,,,,,,,,,,,13889,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4111100000",M020015,,,,,,,,,,,,,,,,,,,1959,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4111300000",M020015,,,,,,,,,,,,,,,,,,,4668,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4111500000",M020015,,,,,,,,,,,,,,,,,,,1978,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4111700000",M020015,,,,,,,,,,,,,,,,,,,5284,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4113000000",M020015,,,,,,,,,,,,,,,,,,,8162,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4113100000",M020015,,,,,,,,,,,,,,,,,,,1548,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4113300000",M020015,,,,,,,,,,,,,,,,,,,1680,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4113500000",M020015,,,,,,,,,,,,,,,,,,,4934,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4115000000",M020015,,,,,,,,,,,,,,,,,,,5426,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4117000000",M020015,,,,,,,,,,,,,,,,,,,5364,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4117100000",M020015,,,,,,,,,,,,,,,,,,,1987,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4117300000",M020015,,,,,,,,,,,,,,,,,,,3377,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4119000000",M020015,,,,,,,,,,,,,,,,,,,7690,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4121000000",M020015,,,,,,,,,,,,,,,,,,,3554,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4125000000",M020015,,,,,,,,,,,,,,,,,,,1255,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4127000000",M020015,,,,,,,,,,,,,,,,,,,5086,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4127100000",M020015,,,,,,,,,,,,,,,,,,,1820,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4127300000",M020015,,,,,,,,,,,,,,,,,,,3266,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4128000000",M020015,,,,,,,,,,,,,,,,,,,10173,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4128100000",M020015,,,,,,,,,,,,,,,,,,,5297,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4128500000",M020015,,,,,,,,,,,,,,,,,,,2202,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4128700000",M020015,,,,,,,,,,,,,,,,,,,2674,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4129000000",M020015,,,,,,,,,,,,,,,,,,,163,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4131000000",M020015,,,,,,,,,,,,,,,,,,,1841,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4133000000",M020015,,,,,,,,,,,,,,,,,,,9482,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4136000000",M020015,,,,,,,,,,,,,,,,,,,7485,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4137000000",M020015,,,,,,,,,,,,,,,,,,,4213,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4139000000",M020015,,,,,,,,,,,,,,,,,,,8554,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4141000000",M020015,,,,,,,,,,,,,,,,,,,3127,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4143000000",M020015,,,,,,,,,,,,,,,,,,,1272,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4145000000",M020015,,,,,,,,,,,,,,,,,,,3562,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4146000000",M020015,,,,,,,,,,,,,,,,,,,10225,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4146100000",M020015,,,,,,,,,,,,,,,,,,,2492,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4146300000",M020015,,,,,,,,,,,,,,,,,,,4628,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4146500000",M020015,,,,,,,,,,,,,,,,,,,3105,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4148000000",M020015,,,,,,,,,,,,,,,,,,,6509,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4150000000",M020015,,,,,,,,,,,,,,,,,,,2361,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4155000000",M020015,,,,,,,,,,,,,,,,,,,3255,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4157000000",M020015,,,,,,,,,,,,,,,,,,,7179,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4159000000",M020015,,,,,,,,,,,,,,,,,,,15221,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4161000000",M020015,,,,,,,,,,,,,,,,,,,2159,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4163000000",M020015,,,,,,,,,,,,,,,,,,,3892,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4165000000",M020015,,,,,,,,,,,,,,,,,,,1672,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4167000000",M020015,,,,,,,,,,,,,,,,,,,952,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4180000000",M020015,,,,,,,,,,,,,,,,,,,561,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4182000000",M020015,,,,,,,,,,,,,,,,,,,399,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4183000000",M020015,,,,,,,,,,,,,,,,,,,444,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4211000000",M020015,,,,,,,,,,,,,,,,,,,3674,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4213000000",M020015,,,,,,,,,,,,,,,,,,,6809,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4215000000",M020015,,,,,,,,,,,,,,,,,,,2908,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4217000000",M020015,,,,,,,,,,,,,,,,,,,1655,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4219000000",M020015,,,,,,,,,,,,,,,,,,,1093,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4221000000",M020015,,,,,,,,,,,,,,,,,,,1722,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4223000000",M020015,,,,,,,,,,,,,,,,,,,1202,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4272000000",M020015,,,,,,,,,,,,,,,,,,,699,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4273000000",M020015,,,,,,,,,,,,,,,,,,,238,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4275000000",M020015,,,,,,,,,,,,,,,,,,,333,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4276000000",M020015,,,,,,,,,,,,,,,,,,,331,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4277000000",M020015,,,,,,,,,,,,,,,,,,,530,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4278000000",M020015,,,,,,,,,,,,,,,,,,,526,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4279000000",M020015,,,,,,,,,,,,,,,,,,,651,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4280000000",M020015,,,,,,,,,,,,,,,,,,,495,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4281000000",M020015,,,,,,,,,,,,,,,,,,,428,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4282000000",M020015,,,,,,,,,,,,,,,,,,,208,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4283000000",M020015,,,,,,,,,,,,,,,,,,,280,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4311000000",M020015,,,,,,,,,,,,,,,,,,,13643,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4311100000",M020015,,,,,,,,,,,,,,,,,,,1960,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4311200000",M020015,,,,,,,,,,,,,,,,,,,3392,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4311300000",M020015,,,,,,,,,,,,,,,,,,,4178,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4311400000",M020015,,,,,,,,,,,,,,,,,,,4113,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4313000000",M020015,,,,,,,,,,,,,,,,,,,3926,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4315000000",M020015,,,,,,,,,,,,,,,,,,,2517,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4372000000",M020015,,,,,,,,,,,,,,,,,,,226,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4373000000",M020015,,,,,,,,,,,,,,,,,,,336,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4374000000",M020015,,,,,,,,,,,,,,,,,,,297,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4374500000",M020015,,,,,,,,,,,,,,,,,,,1006,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4375000000",M020015,,,,,,,,,,,,,,,,,,,1792,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4376000000",M020015,,,,,,,,,,,,,,,,,,,110,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4377000000",M020015,,,,,,,,,,,,,,,,,,,2423,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4380000000",M020015,,,,,,,,,,,,,,,,,,,265,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4413000000",M020015,,,,,,,,,,,,,,,,,,,14840,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4413100000",M020015,,,,,,,,,,,,,,,,,,,4911,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4413300000",M020015,,,,,,,,,,,,,,,,,,,9929,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4415000000",M020015,,,,,,,,,,,,,,,,,,,1297,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4418000000",M020015,,,,,,,,,,,,,,,,,,,1240,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4420000000",M020015,,,,,,,,,,,,,,,,,,,7994,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4421000000",M020015,,,,,,,,,,,,,,,,,,,3259,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
"2018","4423000000",M020015,,,,,,,,,,,,,,,,,,,1108,M030004,2023-07-13 08:54:15.911,2023-07-13 08:54:15.911
