"yr","stdg_cd","dat_no","jan","feb","mar","apr","may","jun","july","aug","sep","oct","nov","dec","qu_1","qu_2","qu_3","qu_4","ht_1","ht_2","yr_vl","pd_se","frst_reg_dt","last_mdfcn_dt"
"2017","4721000000",M020021,,,,,,,,,,,,,,,,,,,993,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4721000000",M020021,,,,,,,,,,,,,,,,,,,1022,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4723000000",M020021,,,,,,,,,,,,,,,,,,,744,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4723000000",M020021,,,,,,,,,,,,,,,,,,,783,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4723000000",M020021,,,,,,,,,,,,,,,,,,,674,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4723000000",M020021,,,,,,,,,,,,,,,,,,,776,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4723000000",M020021,,,,,,,,,,,,,,,,,,,712,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4723000000",M020021,,,,,,,,,,,,,,,,,,,695,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4111700000",M020021,,,,,,,,,,,,,,,,,,,3847,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4111700000",M020021,,,,,,,,,,,,,,,,,,,3345,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4111700000",M020021,,,,,,,,,,,,,,,,,,,3588,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4111700000",M020021,,,,,,,,,,,,,,,,,,,3594,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4111700000",M020021,,,,,,,,,,,,,,,,,,,3703,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4111700000",M020021,,,,,,,,,,,,,,,,,,,3987,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4481000000",M020021,,,,,,,,,,,,,,,,,,,629,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4481000000",M020021,,,,,,,,,,,,,,,,,,,675,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4481000000",M020021,,,,,,,,,,,,,,,,,,,617,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4481000000",M020021,,,,,,,,,,,,,,,,,,,753,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4481000000",M020021,,,,,,,,,,,,,,,,,,,743,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4481000000",M020021,,,,,,,,,,,,,,,,,,,579,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4790000000",M020021,,,,,,,,,,,,,,,,,,,396,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4790000000",M020021,,,,,,,,,,,,,,,,,,,560,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4790000000",M020021,,,,,,,,,,,,,,,,,,,568,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4790000000",M020021,,,,,,,,,,,,,,,,,,,556,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4790000000",M020021,,,,,,,,,,,,,,,,,,,554,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4790000000",M020021,,,,,,,,,,,,,,,,,,,452,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4137000000",M020021,,,,,,,,,,,,,,,,,,,2967,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4137000000",M020021,,,,,,,,,,,,,,,,,,,2931,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4137000000",M020021,,,,,,,,,,,,,,,,,,,2911,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4137000000",M020021,,,,,,,,,,,,,,,,,,,2994,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4137000000",M020021,,,,,,,,,,,,,,,,,,,2955,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4137000000",M020021,,,,,,,,,,,,,,,,,,,2815,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4373000000",M020021,,,,,,,,,,,,,,,,,,,568,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4373000000",M020021,,,,,,,,,,,,,,,,,,,461,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4373000000",M020021,,,,,,,,,,,,,,,,,,,546,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4373000000",M020021,,,,,,,,,,,,,,,,,,,492,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4373000000",M020021,,,,,,,,,,,,,,,,,,,480,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4373000000",M020021,,,,,,,,,,,,,,,,,,,587,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","2872000000",M020021,,,,,,,,,,,,,,,,,,,135,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","2872000000",M020021,,,,,,,,,,,,,,,,,,,121,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","2872000000",M020021,,,,,,,,,,,,,,,,,,,143,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","2872000000",M020021,,,,,,,,,,,,,,,,,,,144,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","2872000000",M020021,,,,,,,,,,,,,,,,,,,160,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","2872000000",M020021,,,,,,,,,,,,,,,,,,,167,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4689000000",M020021,,,,,,,,,,,,,,,,,,,558,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4689000000",M020021,,,,,,,,,,,,,,,,,,,553,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4689000000",M020021,,,,,,,,,,,,,,,,,,,514,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4689000000",M020021,,,,,,,,,,,,,,,,,,,508,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4689000000",M020021,,,,,,,,,,,,,,,,,,,530,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4689000000",M020021,,,,,,,,,,,,,,,,,,,546,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4511100000",M020021,,,,,,,,,,,,,,,,,,,3947,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4511100000",M020021,,,,,,,,,,,,,,,,,,,4863,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4511100000",M020021,,,,,,,,,,,,,,,,,,,5203,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4511100000",M020021,,,,,,,,,,,,,,,,,,,3994,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4511100000",M020021,,,,,,,,,,,,,,,,,,,3680,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4511100000",M020021,,,,,,,,,,,,,,,,,,,4400,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4571000000",M020021,,,,,,,,,,,,,,,,,,,1113,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4571000000",M020021,,,,,,,,,,,,,,,,,,,1134,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4571000000",M020021,,,,,,,,,,,,,,,,,,,1290,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4571000000",M020021,,,,,,,,,,,,,,,,,,,1310,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4571000000",M020021,,,,,,,,,,,,,,,,,,,1287,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4571000000",M020021,,,,,,,,,,,,,,,,,,,1048,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","1117000000",M020021,,,,,,,,,,,,,,,,,,,1549,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","1117000000",M020021,,,,,,,,,,,,,,,,,,,1442,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","1117000000",M020021,,,,,,,,,,,,,,,,,,,1332,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","1117000000",M020021,,,,,,,,,,,,,,,,,,,1260,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","1117000000",M020021,,,,,,,,,,,,,,,,,,,1223,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4511000000",M020021,,,,,,,,,,,,,,,,,,,7949,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4511000000",M020021,,,,,,,,,,,,,,,,,,,8315,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4511000000",M020021,,,,,,,,,,,,,,,,,,,8378,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4511000000",M020021,,,,,,,,,,,,,,,,,,,8957,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4511000000",M020021,,,,,,,,,,,,,,,,,,,9348,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4511000000",M020021,,,,,,,,,,,,,,,,,,,9816,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","1117000000",M020021,,,,,,,,,,,,,,,,,,,1120,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4146000000",M020021,,,,,,,,,,,,,,,,,,,10941,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4146000000",M020021,,,,,,,,,,,,,,,,,,,11176,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4146000000",M020021,,,,,,,,,,,,,,,,,,,10164,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4146000000",M020021,,,,,,,,,,,,,,,,,,,11135,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4146000000",M020021,,,,,,,,,,,,,,,,,,,10614,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4146000000",M020021,,,,,,,,,,,,,,,,,,,10485,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4794000000",M020021,,,,,,,,,,,,,,,,,,,46,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4794000000",M020021,,,,,,,,,,,,,,,,,,,47,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4794000000",M020021,,,,,,,,,,,,,,,,,,,51,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4794000000",M020021,,,,,,,,,,,,,,,,,,,49,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4794000000",M020021,,,,,,,,,,,,,,,,,,,54,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4794000000",M020021,,,,,,,,,,,,,,,,,,,46,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","3171000000",M020021,,,,,,,,,,,,,,,,,,,2307,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","3171000000",M020021,,,,,,,,,,,,,,,,,,,2158,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","3171000000",M020021,,,,,,,,,,,,,,,,,,,2090,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","3171000000",M020021,,,,,,,,,,,,,,,,,,,2026,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4793000000",M020021,,,,,,,,,,,,,,,,,,,414,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4793000000",M020021,,,,,,,,,,,,,,,,,,,339,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4793000000",M020021,,,,,,,,,,,,,,,,,,,332,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4793000000",M020021,,,,,,,,,,,,,,,,,,,336,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4213000000",M020021,,,,,,,,,,,,,,,,,,,3884,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4213000000",M020021,,,,,,,,,,,,,,,,,,,3766,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4213000000",M020021,,,,,,,,,,,,,,,,,,,3673,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4213000000",M020021,,,,,,,,,,,,,,,,,,,3561,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4213000000",M020021,,,,,,,,,,,,,,,,,,,3445,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4213000000",M020021,,,,,,,,,,,,,,,,,,,3578,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","1138000000",M020021,,,,,,,,,,,,,,,,,,,3352,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","1138000000",M020021,,,,,,,,,,,,,,,,,,,3120,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","1138000000",M020021,,,,,,,,,,,,,,,,,,,3398,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","1138000000",M020021,,,,,,,,,,,,,,,,,,,3673,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","1138000000",M020021,,,,,,,,,,,,,,,,,,,3894,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","1138000000",M020021,,,,,,,,,,,,,,,,,,,4136,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4377000000",M020021,,,,,,,,,,,,,,,,,,,898,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4377000000",M020021,,,,,,,,,,,,,,,,,,,1007,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4377000000",M020021,,,,,,,,,,,,,,,,,,,861,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4377000000",M020021,,,,,,,,,,,,,,,,,,,1048,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4377000000",M020021,,,,,,,,,,,,,,,,,,,1121,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4377000000",M020021,,,,,,,,,,,,,,,,,,,791,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4872000000",M020021,,,,,,,,,,,,,,,,,,,172,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4872000000",M020021,,,,,,,,,,,,,,,,,,,164,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4872000000",M020021,,,,,,,,,,,,,,,,,,,149,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4773000000",M020021,,,,,,,,,,,,,,,,,,,302,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4773000000",M020021,,,,,,,,,,,,,,,,,,,256,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4773000000",M020021,,,,,,,,,,,,,,,,,,,282,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4773000000",M020021,,,,,,,,,,,,,,,,,,,284,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4773000000",M020021,,,,,,,,,,,,,,,,,,,260,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4773000000",M020021,,,,,,,,,,,,,,,,,,,243,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4143000000",M020021,,,,,,,,,,,,,,,,,,,1346,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4143000000",M020021,,,,,,,,,,,,,,,,,,,1416,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4143000000",M020021,,,,,,,,,,,,,,,,,,,1346,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4143000000",M020021,,,,,,,,,,,,,,,,,,,1383,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4143000000",M020021,,,,,,,,,,,,,,,,,,,1515,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4143000000",M020021,,,,,,,,,,,,,,,,,,,1582,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4115000000",M020021,,,,,,,,,,,,,,,,,,,4028,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4115000000",M020021,,,,,,,,,,,,,,,,,,,3917,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4115000000",M020021,,,,,,,,,,,,,,,,,,,4074,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4115000000",M020021,,,,,,,,,,,,,,,,,,,4296,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4115000000",M020021,,,,,,,,,,,,,,,,,,,4389,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4115000000",M020021,,,,,,,,,,,,,,,,,,,4465,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4812100000",M020021,,,,,,,,,,,,,,,,,,,1829,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4812100000",M020021,,,,,,,,,,,,,,,,,,,2223,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4812100000",M020021,,,,,,,,,,,,,,,,,,,2215,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4812100000",M020021,,,,,,,,,,,,,,,,,,,2523,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4812100000",M020021,,,,,,,,,,,,,,,,,,,2397,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4812100000",M020021,,,,,,,,,,,,,,,,,,,2351,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4150000000",M020021,,,,,,,,,,,,,,,,,,,2894,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4150000000",M020021,,,,,,,,,,,,,,,,,,,2840,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4150000000",M020021,,,,,,,,,,,,,,,,,,,2733,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4150000000",M020021,,,,,,,,,,,,,,,,,,,2647,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4150000000",M020021,,,,,,,,,,,,,,,,,,,2624,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4150000000",M020021,,,,,,,,,,,,,,,,,,,2500,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4514000000",M020021,,,,,,,,,,,,,,,,,,,3875,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4514000000",M020021,,,,,,,,,,,,,,,,,,,3665,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4514000000",M020021,,,,,,,,,,,,,,,,,,,2884,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4514000000",M020021,,,,,,,,,,,,,,,,,,,3089,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4514000000",M020021,,,,,,,,,,,,,,,,,,,3143,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4514000000",M020021,,,,,,,,,,,,,,,,,,,3394,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4281000000",M020021,,,,,,,,,,,,,,,,,,,275,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4281000000",M020021,,,,,,,,,,,,,,,,,,,269,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4580000000",M020021,,,,,,,,,,,,,,,,,,,480,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4580000000",M020021,,,,,,,,,,,,,,,,,,,448,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4580000000",M020021,,,,,,,,,,,,,,,,,,,467,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4580000000",M020021,,,,,,,,,,,,,,,,,,,509,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4281000000",M020021,,,,,,,,,,,,,,,,,,,288,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4281000000",M020021,,,,,,,,,,,,,,,,,,,299,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4281000000",M020021,,,,,,,,,,,,,,,,,,,289,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4281000000",M020021,,,,,,,,,,,,,,,,,,,325,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4128500000",M020021,,,,,,,,,,,,,,,,,,,2594,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4128500000",M020021,,,,,,,,,,,,,,,,,,,2689,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4128500000",M020021,,,,,,,,,,,,,,,,,,,2476,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4128500000",M020021,,,,,,,,,,,,,,,,,,,2294,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4128500000",M020021,,,,,,,,,,,,,,,,,,,2244,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4128500000",M020021,,,,,,,,,,,,,,,,,,,2179,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4128700000",M020021,,,,,,,,,,,,,,,,,,,2389,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4128700000",M020021,,,,,,,,,,,,,,,,,,,2549,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4128700000",M020021,,,,,,,,,,,,,,,,,,,2534,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4128700000",M020021,,,,,,,,,,,,,,,,,,,2589,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4128700000",M020021,,,,,,,,,,,,,,,,,,,2714,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4611000000",M020021,,,,,,,,,,,,,,,,,,,3454,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4611000000",M020021,,,,,,,,,,,,,,,,,,,3669,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4128700000",M020021,,,,,,,,,,,,,,,,,,,2839,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4575000000",M020021,,,,,,,,,,,,,,,,,,,290,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4575000000",M020021,,,,,,,,,,,,,,,,,,,256,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4575000000",M020021,,,,,,,,,,,,,,,,,,,234,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4575000000",M020021,,,,,,,,,,,,,,,,,,,253,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4575000000",M020021,,,,,,,,,,,,,,,,,,,217,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4575000000",M020021,,,,,,,,,,,,,,,,,,,202,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4688000000",M020021,,,,,,,,,,,,,,,,,,,389,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4688000000",M020021,,,,,,,,,,,,,,,,,,,424,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4688000000",M020021,,,,,,,,,,,,,,,,,,,423,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4688000000",M020021,,,,,,,,,,,,,,,,,,,440,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4688000000",M020021,,,,,,,,,,,,,,,,,,,453,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4688000000",M020021,,,,,,,,,,,,,,,,,,,478,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4574000000",M020021,,,,,,,,,,,,,,,,,,,212,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4574000000",M020021,,,,,,,,,,,,,,,,,,,296,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4574000000",M020021,,,,,,,,,,,,,,,,,,,201,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4574000000",M020021,,,,,,,,,,,,,,,,,,,255,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4574000000",M020021,,,,,,,,,,,,,,,,,,,280,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4574000000",M020021,,,,,,,,,,,,,,,,,,,203,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4111100000",M020021,,,,,,,,,,,,,,,,,,,2574,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4111100000",M020021,,,,,,,,,,,,,,,,,,,2466,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4111100000",M020021,,,,,,,,,,,,,,,,,,,2327,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4111100000",M020021,,,,,,,,,,,,,,,,,,,3189,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4111100000",M020021,,,,,,,,,,,,,,,,,,,2984,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4111100000",M020021,,,,,,,,,,,,,,,,,,,2785,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2018","4680000000",M020021,,,,,,,,,,,,,,,,,,,358,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2019","4680000000",M020021,,,,,,,,,,,,,,,,,,,329,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2020","4680000000",M020021,,,,,,,,,,,,,,,,,,,340,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2021","4680000000",M020021,,,,,,,,,,,,,,,,,,,320,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2016","4680000000",M020021,,,,,,,,,,,,,,,,,,,398,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
"2017","4680000000",M020021,,,,,,,,,,,,,,,,,,,390,M030004,2023-07-13 09:29:14.337,2023-07-13 09:29:14.337
